id,market_id,name,city,state,county,event_type,cadence,is_recurring_venue,food_truck_friendly,trip_type,verification_status,needs_confirmation,distance_from_columbia_mi,month,typical_dates,attendance_estimate,attendance_text,food_vendor_fee,application_method,contact_name,contact_email,contact_phone,homepage_url,primary_source_url,lat,lng,notes,last_verified
139,1,Fayette Festival of the Arts,Fayette,MO,Howard,art_fair,annual,false,concession_friendly,day_trip,verified,false,32,August,Aug 1 (2026),,,Not researched,Vendor application at fayettefestival.org/vendors.html (FAHA),,,,fayettefestival.org,fayettefestival.org,39.14560,-92.68430,"Arts festival on the courthouse square (Aug 1, 2026).",2026-06-18
140,1,Chestnut Roast Festival,New Franklin,MO,Howard,festival,annual,false,concession_friendly,day_trip,verified,false,28,October,"Saturday, early October (2026)",,,Not researched,Vendor info via CenterForAgroforestry.org (MU Center for Agroforestry),,,,centerforagroforestry.org,centerforagroforestry.org,39.01530,-92.73740,"Missouri Chestnut Roast at the MU Horticulture & Agroforestry Research Farm: farm, craft & food vendors.",2026-06-18
141,1,Higbee Fair,Higbee,MO,Randolph,county_fair,annual,false,concession_friendly,day_trip,verified,false,35,August,Aug 13-15 (2026),,,Not researched,Contact Doug Bennett / higbeefairboard@gmail.com,Doug Bennett,higbeefairboard@gmail.com,660-651-1015,higbeefair.com,higbeefair.com,39.30700,-92.51740,"Small-town fair (Aug 13-15, 2026): carnival, vendors, music.",2026-06-18
142,1,Randolph County Old Settlers,Huntsville,MO,Randolph,festival,annual,false,concession_friendly,day_trip,verified,false,42,September,Sep 10-12 (2026),,,Not researched,Vendor info via the Old Settlers festival (moberly.com/randolphcountyoldsettlers),,,,moberly.com/randolphcountyoldsettlers,moberly.com/randolphcountyoldsettlers,39.43590,-92.54540,"Historic town festival on the square (Sep 10-12, 2026): parade, vendors, music.",2026-06-18
143,1,Randolph County Fair,Moberly,MO,Randolph,county_fair,annual,false,concession_friendly,day_trip,verified,false,38,August,Aug 24-29 (2026),,,Not researched,Online vendor form at randolphcountymofair.com,Randolph Co. Fair Board,,660-269-9656,randolphcountymofair.com,randolphcountymofair.com,39.41490,-92.43820,County fair at Motorsports Park; online vendor/exhibitor form.,2026-06-18
144,1,Mexico Soybean Festival,Mexico,MO,Audrain,festival,annual,false,concession_friendly,day_trip,verified,false,36,August,Aug 20-22 (2026),,,Not researched,Vendor application via mexicosoybean.org (Mexico Jaycees),Mexico Jaycees,mexicomojaycees@gmail.com,,mexicosoybean.org,mexicosoybean.org,39.17330,-91.88290,"Downtown Mexico festival (Aug 20-22, 2026).",2026-06-18
145,1,Walk Back in Time,Mexico,MO,Audrain,festival,annual,false,unconfirmed,day_trip,verified,true,36,September,September (biennial; verify),,,Not researched,,,,,,,39.16630,-91.88290,"Audrain Co. Historical Society 3-day festival, every other year. Lightweight batch-1 capture — confirm food-truck acceptance, fee & application.",2026-06-18
146,1,Ozark Ham & Turkey Festival,California,MO,Moniteau,festival,monthly,false,concession_friendly,day_trip,verified,false,42,September,Sep 19 (2026); 3rd Sat Sep,,,Not researched,Apply online or by mail via the California Chamber (calmo.com),California Chamber,chamber@calmo.com,573-796-3040,calmo.com/ham-turkey-festival,calmo.com/ham-turkey-festival,38.62780,-92.56630,Around the courthouse + Moniteau Co. fairgrounds; large vendor footprint. 3rd Sat of Sept.,2026-06-18
147,1,Versailles Olde Tyme Apple Festival,Versailles,MO,Morgan,festival,annual,false,concession_friendly,day_trip,verified,false,70,October,Oct 3-5 (2026),,,Not researched,Booth application via versaillesapplefestival.com/vendors (return vendors by May 1),Versailles Area Chamber / Nancy  (flea market),,573-378-4085,versaillesapplefestival.com,versaillesapplefestival.com,38.43490,-92.84130,"~30k attendance, 300+ craft & food booths, parade (Oct 3-5, 2026).",2026-06-18
148,1,Morgan County Fair,Versailles,MO,Morgan,county_fair,annual,false,concession_friendly,day_trip,verified,false,70,July,Jul 7-12 (2026),,,Not researched,Food-vendor contact: Krissy Pentz,Krissy Pentz (food vendors),,801-391-1707,themorgancountyfair.com,themorgancountyfair.com,38.42790,-92.84130,"County fair (Jul 7-12, 2026); separate food-vendor contact.",2026-06-18
149,1,Osage County Fair,Linn,MO,Osage,county_fair,annual,false,concession_friendly,day_trip,verified,false,48,June,Jun 11-13 (2026),,,Not researched,Online registration (fairentry.com); contact the Linn Lions Club,Linn Lions Club,linnlionsclub@gmail.com,,osagecountyfair.com,osagecountyfair.com,38.49040,-91.84820,"Lions-run county fair (Jun 11-13, 2026): food stand & beer garden.",2026-06-18
150,1,Taste of Osage County,Linn,MO,Osage,festival,annual,false,unconfirmed,day_trip,verified,true,48,September,Sep 12,,,Not researched,Contact via Taste of Osage (Facebook) / Osage County,,,,,,38.48340,-91.84820,Food/vendor festival at Linn City Park — date varies (historically June); confirm 2026 date & fit.,2026-06-18
151,1,Gasconade County Fair,Owensville,MO,Gasconade,county_fair,annual,false,concession_friendly,day_trip,verified,false,70,July,Jul 29 - Aug 1 (2026),,,Not researched,Contact via gasconadecountyfair.com,,gasconadecountyfair@gmail.com,573-437-2559,gasconadecountyfair.com,gasconadecountyfair.com,38.34500,-91.50100,"County fair: carnival, food vendors, music. Jul 29 - Aug 1, 2026.",2026-06-18
152,1,Scott Joplin International Ragtime Festival,Sedalia,MO,Pettis,festival,annual,false,unconfirmed,day_trip,verified,true,52,May,May 27-30 (2026),,,Not researched,Contact the Scott Joplin Ragtime Foundation (scottjoplin.org),,,,scottjoplin.org,scottjoplin.org,38.70100,-93.22830,"Downtown Sedalia (May 27-30, 2026); free outdoor concerts at multiple venues — confirm food-truck vending.",2026-06-18
153,1,Saline County Fair,Marshall,MO,Saline,county_fair,annual,false,concession_friendly,day_trip,verified,false,60,September,Sep 8-12 (2026),,,Not researched,Contact the Saline County Fair Assoc. (salinecountymofairgrounds.org),Saline County Fair Assoc.,,660-886-6908,salinecountymofairgrounds.org,salinecountymofairgrounds.org,39.12340,-93.19680,"County fair in Marshall (Sep 8-12, 2026).",2026-06-18
154,1,Montgomery County Fair,Montgomery City,MO,Montgomery,county_fair,annual,false,concession_friendly,day_trip,verified,false,60,July,Jul 20-25 (2026),,,Not researched,Online application; food/beverage vendors -> vendors@montgomerycountymo.gov,,montgomerycofair@gmail.com,573-574-3249,montgomerycountyfair.org,montgomerycountyfair.org,38.97760,-91.50520,County fair; online vendor application.,2026-06-18
155,18,Eldon Turkey Festival,Eldon,MO,Miller,festival,annual,false,concession_friendly,day_trip,verified,false,55,September,Sep 26 (2026),,,Not researched,Vendor application via the Eldon Area Chamber (eldonchamber.com),Matt Kostelnik,mkostelnik@eldonchamber.com,573-392-3752,eldonchamber.com,eldonchamber.com,38.34860,-92.58240,"Craft & food vendors, kids carnival, parade (Sep 26, 2026).",2026-06-18
156,18,Camdenton Dogwood Festival,Camdenton,MO,Camden,festival,annual,false,concession_friendly,day_trip,verified,false,75,April,Apr 23-25 (2026),,,Not researched,Vendor application at camdentonchamber.com/dogwood-festival,Camdenton Area Chamber,info@camdentonchamber.com,573-346-2227,camdentonchamber.com,camdentonchamber.com,38.00830,-92.74460,"75th yr (Apr 23-25, 2026): food/craft vendors, carnival, parade.",2026-06-18
157,18,Laurie Hillbilly Fair,Laurie,MO,Morgan,county_fair,annual,false,concession_friendly,day_trip,verified,false,60,September,Sep 26-27 (2026),,,Not researched,Contact the Hillbilly Fair Committee (laurievents@aol.com / 573-374-8776),Hillbilly Fair Committee,laurievents@aol.com,573-374-8776,lauriemo.gov,lauriemo.gov,38.19890,-92.83300,"At Laurie fairgrounds (Sep 26-27, 2026): music, carnival, food, vendors, beer garden.",2026-06-18
158,18,Lake of the Ozarks Bikefest,Osage Beach,MO,Camden,festival,annual,false,unconfirmed,day_trip,verified,true,70,September,Sep 15-20 (2026),,,Not researched,Vendor booths via host bars (lakebikefest.com),,,,lakebikefest.com,lakebikefest.com,38.13000,-92.65680,"Bagnell Dam Strip biker rally (Sep 15-20, 2026); vendor villages at host bars — confirm food-truck fit.",2026-06-18
159,19,Phelps County Fair,Rolla,MO,Phelps,county_fair,annual,false,concession_friendly,day_trip,verified,false,100,May,May 28-30 (2026),,,Not researched,Vendor info/application at phelpscountyfair.com/vendor-information.html,"Phelps County Fair / PO Box 833, Rolla",,,phelpscountyfair.com,phelpscountyfair.com,37.95140,-91.77130,"County fair (May 28-30, 2026): rodeo, pulls, derby.",2026-06-18
160,19,St. James Grape & Fall Festival,St. James,MO,Phelps,festival,annual,false,concession_friendly,day_trip,verified,false,95,September,Sep 10-12 (2026),,,Not researched,Vendor application via St. James Parks & Rec (stjamesmo.org),Kristy Rich,krich@stjamesmo.org,573-699-8026,visitstjamesmo.com,visitstjamesmo.com,38.00030,-91.61350,"At Nelson Hart Park (Sep 10-12, 2026): carnival, parade, food.",2026-06-18
161,19,Crawford County Fair,Cuba,MO,Crawford,county_fair,annual,false,concession_friendly,day_trip,verified,false,115,July,Jul 14-18 (2026),,,Not researched,Vendor application at crawfordcofair.com/vendor-application,David Staats (mgr),crawfordfair@gmail.com,573-885-4155,crawfordcountyfair.info,crawfordcountyfair.info,38.06310,-91.40320,"79th county fair (Jul 14-18, 2026): carnival, food & vendor booths.",2026-06-18
162,19,Steelville Harvest Festival,Steelville,MO,Crawford,festival,annual,false,concession_friendly,day_trip,verified,false,110,September,Early September (2026),,,Not researched,Contact the Steelville Area Chamber (573-775-5533),Steelville Area Chamber,,573-775-5533,steelville.info,steelville.info,37.97180,-91.35430,"Downtown Steelville: rodeo, parade, community celebration.",2026-06-18
163,19,MoRoots Music Festival,Steelville,MO,Crawford,music_fest,annual,false,unconfirmed,day_trip,verified,true,110,September,Sep 24-26,,,Not researched,Contact Bass' River Resort (573-786-8517),,,,naturallymeramec.org,naturallymeramec.org,37.96480,-91.35430,"Outdoor roots-music festival at Bass' River Resort (Sep 24-26, 2026) — confirm food-truck vending.",2026-06-18
164,19,Dent County Fall Festival,Salem,MO,Dent,festival,annual,false,concession_friendly,day_trip,verified,false,115,September,Late September (2026),,,Not researched,Contact the Dent County Fall Festival Assoc. (dentcountyfallfestival.org),Dent County Fall Festival Assoc.,,573-247-2606,dentcountyfallfestival.org,dentcountyfallfestival.org,37.64560,-91.53600,"At The Commons, Salem: exhibits, flea market, crafts, car show, food.",2026-06-18
165,19,Pulaski County Old Settlers Day,Waynesville,MO,Pulaski,festival,annual,false,concession_friendly,day_trip,verified,false,110,July,Jul 25-26 (2026),,,Not researched,Contact the Pulaski Co. Historical Society (pulaskicomo@gmail.com),Denise Seevers,pulaskicomo@gmail.com,573-528-3644,route66courthouse.com,route66courthouse.com,37.82860,-92.20070,"Reenactments & vendors on the square (Jul 25-26, 2026).",2026-06-18
166,19,Maries County Fair,Vienna,MO,Maries,county_fair,annual,false,explicit_yes,day_trip,verified,false,50,August,August (2026),,,Not researched,Contact the Maries County Fair Assoc. (mariescofair@gmail.com),Maries County Fair Assoc.,mariescofair@gmail.com,,mariescountyfair.weebly.com,mariescountyfair.weebly.com,38.18690,-91.94680,"County fair at 242 Ball Park Rd, Vienna: food trucks welcome, vendors & beer garden.",2026-06-18
167,20,SEMO District Fair,Cape Girardeau,MO,Cape Girardeau,county_fair,annual,false,concession_friendly,overnight,verified,false,205,September,Sep 12-19 (2026),,,Not researched,Vendor application at semofair.com/vendors,SEMO District Fair,info@semofair.com,573-334-9250,semofair.com,semofair.com,37.30590,-89.51810,"Large district fair (Sep 12-19, 2026), food vendors.",2026-06-18
168,20,Jackson Homecomers,Jackson,MO,Cape Girardeau,festival,annual,false,concession_friendly,overnight,verified,false,210,July,Jul 23-27 (2026),,,Not researched,Contact the American Legion Post 158 / City of Jackson (jacksonmo.org),,,,jacksonmo.org,jacksonmo.org,37.38230,-89.66630,"Uptown Jackson celebration: carnival rides, food booths nightly.",2026-06-18
169,20,Perryville Mayfest,Perryville,MO,Perry,festival,annual,false,concession_friendly,overnight,verified,false,180,May,May 6-9 (2026),,,Not researched,Vendor info via the Perryville Chamber (perryvillemo.com),,,,perryvillemo.com,perryvillemo.com,37.72420,-89.86120,"Downtown square: carnival, 200+ vendor craft fair, food vendors, music.",2026-06-18
170,20,Sikeston Jaycee Bootheel Rodeo,Sikeston,MO,Scott,festival,annual,false,concession_friendly,overnight,verified,false,220,August,Aug 5-8 (2026),,,Not researched,Contact Sikeston Jaycee Events (sikestonrodeo.com),Sikeston Rodeo / 1,,800-455-2855,sikestonrodeo.com,sikestonrodeo.com,36.88020,-89.58790,74th pro rodeo; food vendors.,2026-06-18
171,20,Downtown Sikeston Wine Festival,Sikeston,MO,Scott,festival,annual,false,unconfirmed,overnight,verified,true,220,September,Sep 7,,,Not researched,,,,,,,36.87320,-89.58790,"Wine festival — fit unconfirmed. Batch-2 (southern/SE MO) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
172,20,Farmington Country Days,Farmington,MO,St. Francois,festival,annual,false,concession_friendly,overnight,verified,false,170,June,Jun 5-7 (2026),,,Not researched,Vendor application via farmingtoncountrydays.com (deadline ~May 22),Farmington Regional Chamber,deena@farmingtonregionalchamber.com,573-756-3615,farmingtoncountrydays.com,farmingtoncountrydays.com,37.78440,-90.42180,"Town festival with vendors (Jun 5-7, 2026).",2026-06-18
173,20,St. Francois County Fair,Farmington,MO,St. Francois,county_fair,annual,false,concession_friendly,overnight,verified,false,170,July,Jul 30 - Aug 1 (2026),,,Not researched,Register via sfcfairgrounds.org / fairentry.com,,,,sfcfairgrounds.org,sfcfairgrounds.org,37.77740,-90.42180,"County fair (Jul 30 - Aug 1, 2026).",2026-06-18
174,20,Ste. Genevieve Jour de Fete,Ste. Genevieve,MO,Ste. Genevieve,festival,annual,false,concession_friendly,day_trip,verified,false,150,August,Aug 8-9 (2026),,,Not researched,Vendor application at saintegenevievejourdefete.com/for-vendors,,,,saintegenevievejourdefete.com,saintegenevievejourdefete.com,37.98170,-90.04320,"2nd full weekend Aug (Aug 8-9, 2026): 200+ artisan/craft/food vendors.",2026-06-18
175,20,Fredericktown Azalea Festival,Fredericktown,MO,Madison,festival,annual,false,concession_friendly,overnight,verified,false,180,May,"First full weekend May (May 1-3, 2026)",,,Not researched,Vendor registration at azaleafestival.info/forms,Joy Starkey,,573-783-9262,azaleafestival.info,azaleafestival.info,37.55980,-90.29320,Downtown spring festival: food vendors & crafters.,2026-06-18
176,20,Moses Austin Heritage Festival,Potosi,MO,Washington,cultural_fest,annual,false,concession_friendly,day_trip,verified,false,150,June,Mid-June (2026),,,Not researched,Contact the City of Potosi (potosicity.com),,,,potosicity.com,potosicity.com,37.93620,-90.78790,Heritage festival in downtown Potosi.,2026-06-18
177,20,Arcadia Valley Music Festival,Ironton,MO,Iron,music_fest,multi_week,false,concession_friendly,overnight,verified,false,165,May,May 15-16 & Oct 16-17 (2026),,,Not researched,Vendor info via mountainmusicfestival.net,,,,mountainmusicfestival.net,mountainmusicfestival.net,37.59700,-90.62120,Arcadia Valley Mountain Music Festival on the Iron County Courthouse Square (twice yearly).,2026-06-18
178,20,Stoddard County Fair,Dexter,MO,Stoddard,county_fair,annual,false,concession_friendly,overnight,verified,false,225,September,3rd week of September (2026),,,Not researched,Contact the Stoddard County Fair (573-624-6003),Stoddard County Fair,,573-624-6003,stoddardcountyfair.com,stoddardcountyfair.com,36.79560,-89.95790,"County fair: carnival, rodeo, food & vendor booths.",2026-06-18
179,20,FreedomFest,Doniphan,MO,Ripley,festival,annual,false,concession_friendly,overnight,verified,false,210,June,Jun 26-27 (2026),,,Not researched,Vendor info via the Ripley County Chamber (ripleycountymissouri.org),,,,ripleycountymissouri.org,ripleycountymissouri.org,36.62030,-90.82350,"Festival at the Ripley County fairgrounds, Doniphan.",2026-06-18
180,20,Current River Food Truck Festival,Van Buren,MO,Carter,food_truck_rally,annual,false,explicit_yes,overnight,verified,false,190,June,Jun 27,,,Not researched,,,,,,,36.99420,-91.01510,"Dedicated food-truck festival; food trucks welcome. Batch-2 (southern/SE MO) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
181,20,Butler County Fair,Poplar Bluff,MO,Butler,county_fair,annual,false,concession_friendly,overnight,verified,false,200,,Summer (2026),,,Not researched,Vendor application via the Butler County Agricultural Society (bcfair.org),,,,bcfair.org,bcfair.org,36.75700,-90.39290,County fair in Poplar Bluff.,2026-06-18
182,20,Greenville Christmas Festival,Greenville,MO,Wayne,holiday_market,annual,false,concession_friendly,overnight,verified,false,190,December,Early December (2026),,,Not researched,Contact the East Wayne County Chamber of Commerce,East Wayne County Chamber of Commerce,,,,,37.12530,-90.45150,Greenville Christmas parade & festival.,2026-06-18
183,20,Bollinger County Fall Festival,Marble Hill,MO,Bollinger,festival,annual,false,concession_friendly,overnight,verified,false,200,September,Oct 3-5 (2026),,,Not researched,Contact the Bollinger County Fair Association (Facebook),Bollinger County Fair Association,,,,,37.30610,-89.97010,"At Marble Hill Ball Park: vendors, crafts, food, carnival rides.",2026-06-18
184,21,"Old Time Music, Ozark Heritage Festival",West Plains,MO,Howell,cultural_fest,annual,false,concession_friendly,day_trip,verified,false,150,October,Oct 17-18 (2026),,,Not researched,Vendor application at oldtimemusic.org (food booth ~$150),,,,oldtimemusic.org,oldtimemusic.org,36.73160,-91.85240,Downtown old-time music & heritage festival at the Civic Center.,2026-06-18
185,21,Heart of the Ozarks Fair,West Plains,MO,Howell,art_fair,annual,false,concession_friendly,day_trip,verified,false,150,June,Jun 1-6 (2026),,,Not researched,Booth rental application at heartoftheozarksfair.net,Heart of the Ozarks Fair,,417-274-9826,heartoftheozarksfair.net,heartoftheozarksfair.net,36.72460,-91.85240,"Howell County fair (Jun 1-6, 2026).",2026-06-18
186,21,Hootin an Hollarin,Gainesville,MO,Ozark,festival,annual,false,concession_friendly,overnight,verified,false,165,September,Sep 17-19 (2026),,,Not researched,Vendor application at hootinanhollarin.com/vendor-information (food vendors include menu),Hootin an Hollarin / Barbara Luna,,417-712-1946,hootinanhollarin.com,hootinanhollarin.com,36.60170,-92.42880,"Hometown festival on the square (Sep 17-19, 2026): parade, food, music; 100+ booths.",2026-06-18
187,21,Thayer Fall Festival,Thayer,MO,Oregon,festival,annual,false,concession_friendly,overnight,verified,false,175,October,Mid-October (Saturday) 2026,,,Not researched,Contact the Thayer Chamber of Commerce,Thayer Chamber of Commerce,,,,,36.52530,-91.53740,"Downtown Thayer fall festival: food, decor & craft vendors.",2026-06-18
188,21,Ozark Mountain Festival,Eminence,MO,Shannon,festival,annual,false,unconfirmed,day_trip,verified,true,140,May,May 1,,,Not researched,,,,,,,37.15030,-91.35850,Small-town festival in Eminence (early May) — confirm vendor setup & food-truck fit.,2026-06-18
189,21,Douglas County Fair,Ava,MO,Douglas,county_fair,annual,false,concession_friendly,day_trip,verified,false,140,July,July (2026),,,Not researched,Vendor application at dgcountyfair.com/vendors,,,,dgcountyfair.com,dgcountyfair.com,36.95190,-92.66020,County fair & rodeo with a fair-long vendor show.,2026-06-18
190,21,Texas County Livestock Fair,Houston,MO,Texas,county_fair,annual,false,concession_friendly,day_trip,verified,false,115,,July (2026),,,Not researched,Contact the Texas County Fair Board (Houston MO),,,,houstoncountyfair.org,houstoncountyfair.org,37.32700,-91.95600,"County livestock fair at the Texas County Fairgrounds, Houston MO.",2026-06-18
191,22,Hannibal Autumn Historic Folklife Festival,Hannibal,MO,Marion,festival,annual,false,concession_friendly,day_trip,verified,false,105,October,Oct 18-19 (2026),,,Not researched,Exhibitor/food-vendor application via the Hannibal Arts Council (hannibalarts.com),Hannibal Arts Council,festivals@hannibalarts.com,573-221-6545,hannibalarts.com,hannibalarts.com,39.70490,-91.35850,"50th yr; artisans, food, music on historic Main St (Oct 18-19, 2026).",2026-06-18
192,22,Pike County Fair,Bowling Green,MO,Pike,county_fair,annual,false,concession_friendly,day_trip,verified,false,70,July,Jul 28 - Aug 1 (2026),,,Not researched,Commercial vendor space: contact Christy Dempsey (573-213-9876),Christy Dempsey,,573-213-9876,pikecountyfair.org,pikecountyfair.org,39.34170,-91.19540,"County fair (Jul 28 - Aug 1, 2026).",2026-06-18
193,22,Lincoln County Fair,Troy,MO,Lincoln,county_fair,annual,false,concession_friendly,day_trip,verified,false,105,July,Jul 14-18 (2026),,,Not researched,Contact the Lincoln County Fair (lincolncountymofair@gmail.com / 636-528-2402),Lincoln County Fair,lincolncountymofair@gmail.com,636-528-2402,lincolncountyfair.net,lincolncountyfair.net,38.97920,-90.98070,"County fair (Jul 14-18, 2026).",2026-06-18
194,22,Monroe County Fair,Paris,MO,Monroe,county_fair,annual,false,concession_friendly,day_trip,verified,false,45,July,Jul 6-11 (2026),,,Not researched,Contact the Monroe County Fair (660-721-1578),Monroe County Fair,,660-721-1578,,,39.48090,-92.00070,"County fair at 415 E Locust, Paris (Jul 6-11, 2026).",2026-06-18
195,23,NEMO District Fair,Kirksville,MO,Adair,county_fair,annual,false,concession_friendly,day_trip,verified,false,95,July,Jul 14-18 (2026),,,Not researched,Vendor application via nemofair.net,NEMO Fair,nemofair@gmail.com,660-665-8800,nemofair.net,nemofair.net,40.19820,-92.58300,"NE Missouri district fair (Jul 14-18, 2026).",2026-06-18
196,23,Red Barn Arts & Crafts Festival,Kirksville,MO,Adair,art_fair,annual,false,concession_friendly,day_trip,verified,false,95,September,Late September (2026),,,Not researched,Exhibitor & food-vendor applications via the Kirksville Arts Association,Kirksville Arts Association,,,visitkirksville.com,visitkirksville.com,40.19120,-92.58300,Juried arts/craft festival on the square (120+ artisans) with food vendors.,2026-06-18
197,23,Great Pershing Balloon Derby,Brookfield,MO,Linn,balloon_fest,annual,false,concession_friendly,day_trip,verified,false,70,August,Aug 29 - Sep 1 (2026),,,Not researched,Craft/food vendor booths via pershingballoonderby.com (~$20-30/space),,,,pershingballoonderby.com,pershingballoonderby.com,39.78360,-93.07350,"Hot-air balloon festival with vendors (Aug 29 - Sep 1, 2026).",2026-06-18
198,23,Missouri Day Festival,Trenton,MO,Grundy,festival,annual,false,explicit_yes,day_trip,verified,false,110,October,Oct 16-17 (2026),,,Not researched,Vendor & food-truck applications via the Trenton Area Chamber (trentonmochamber.com),Trenton Area Chamber,,660-359-4324,trentonmochamber.com,trentonmochamber.com,40.07920,-93.61690,"3rd weekend of October (Oct 18-19, 2026): 120+ vendors, food trucks welcome, parade.",2026-06-18
199,23,Livingston County Fair,Chillicothe,MO,Livingston,county_fair,annual,false,concession_friendly,day_trip,verified,false,95,June,Late June (2026),,,Not researched,Contact the Livingston County 4-H & FFA Fair (660-247-2636),Livingston County Fair / Kim Williams,,660-247-2636,,,39.79560,-93.55270,County 4-H & FFA fair at Chillicothe (late June 2026).,2026-06-18
200,23,Carroll County Fair,Carrollton,MO,Carroll,county_fair,annual,false,concession_friendly,day_trip,verified,false,75,July,Jul 31 - Aug 8 (2026),,,Not researched,Vendor application at carrollcountyfair.com/vendors,,,,carrollcountyfair.com,carrollcountyfair.com,39.35890,-93.49690,"4-H & FFA county fair (Jul 31 - Aug 8, 2026).",2026-06-18
201,23,Macon County Fair,Macon,MO,Macon,county_fair,annual,false,concession_friendly,day_trip,verified,false,55,July,Late July - early August (2026),,,Not researched,Vendor info via maconcountyfair.org,,,,maconcountyfair.org,maconcountyfair.org,39.74230,-92.47270,"Macon County Town & Country Fair, 1305 S Missouri St.",2026-06-18
202,23,Chariton County Youth Fair,Salisbury,MO,Chariton,county_fair,annual,false,concession_friendly,day_trip,verified,false,50,July,July (2026),,,Not researched,Contact the Chariton County Extension (660-288-3239),Chariton Co. Extension,,660-288-3239,discoverchariton.com,discoverchariton.com,39.42340,-92.80160,County youth fair at Salisbury.,2026-06-18
203,24,Olde Glory Days,Clinton,MO,Henry,festival,annual,false,concession_friendly,day_trip,verified,false,95,July,Jul 1-4 (2026),,,Not researched,Vendor application via clintonmo.com (deadline ~Jun 26),Clinton Chamber,david@clintonmo.com,660-885-8166,clintonmo.com,clintonmo.com,38.36780,-93.77800,"Large July 4th fest on the square (Jul 1-4, 2026): carnival, vendors, parade.",2026-06-18
204,24,Warsaw Jubilee Days,Warsaw,MO,Benton,festival,annual,false,concession_friendly,day_trip,verified,false,75,June,Jun 3-6 (2026),,,Not researched,Vendor application at warsawjubileedays.com,Warsaw Jubilee Days,JubileeDays.WarsawMo@gmail.com,,warsawjubileedays.com,warsawjubileedays.com,38.24360,-93.38190,"Parade, carnival, lakeside fireworks at Drake Harbor (Jun 3-6, 2026).",2026-06-18
205,24,Johnson County Fair,Warrensburg,MO,Johnson,county_fair,annual,false,explicit_yes,day_trip,verified,false,75,June,Early July (2026),,,Not researched,Vendor application via johnsoncountyfairassociation.com,Johnson County Fair,jocofair@johnsoncountyfairassociation.com,660-747-1811,johnsoncountyfairassociation.com,johnsoncountyfairassociation.com,38.76280,-93.73600,"County fair & rodeo: 4-H/FFA shows, food trucks welcome, music.",2026-06-18
206,24,Richmond Mushroom Festival,Richmond,MO,Ray,festival,annual,false,concession_friendly,day_trip,verified,false,100,May,"First weekend May (May 1-2, 2026)",,,Not researched,Vendor application via the Richmond Area Chamber (mushroomfestival.net),Richmond Mushroom Festival,mushroomfestivalinfo@gmail.com,816-776-6684,mushroomfestival.net,mushroomfestival.net,39.27860,-93.97740,"'Mushroom Capital'; food/craft/art vendors, carnival, parade.",2026-06-18
207,24,Bates County Youth Fair,Butler,MO,Bates,county_fair,annual,false,concession_friendly,day_trip,verified,false,120,July,Jul 26 - Aug 1 (2026),,,Not researched,Contact the Bates County Youth Fair (batescountyfair@gmail.com / 660-697-1796),Bates County Youth Fair,batescountyfair@gmail.com,660-697-1796,,,38.25920,-94.33190,"County youth fair (Jul 26 - Aug 1, 2026).",2026-06-18
208,24,Bushwhacker Days,Nevada,MO,Vernon,festival,annual,false,concession_friendly,day_trip,verified,false,140,June,Jun 11-13 (2026),,,Not researched,Vendor application via the Nevada/Vernon Co. Chamber (nevada-mo.com),Nevada / Vernon County Chamber,,,nevada-mo.com,nevada-mo.com,37.83920,-94.35470,"Vernon County festival (Jun 11-13, 2026): reenactments, parade, vendors.",2026-06-18
209,4,Stockton Black Walnut Festival,Stockton,MO,Cedar,festival,annual,false,concession_friendly,day_trip,verified,false,135,September,Late September (2026),,,Not researched,Contact the Stockton Lake Sertoma Club (417-276-5988) / Black Walnut Festival (Facebook),Stockton Lake Sertoma Club,,417-276-5988,theblackwalnutfestival.com,theblackwalnutfestival.com,37.69810,-93.79600,"Ozarks tradition since 1961: parade, food & craft vendors.",2026-06-18
210,25,Charleston Dogwood-Azalea Festival,Charleston,MO,Mississippi,festival,annual,false,concession_friendly,overnight,verified,false,215,April,Apr 16-19 (2026),,,Not researched,Vendor application at dogwoodazaleafestival.org/vendors,Dogwood-Azalea Festival,vendor@dogwoodazaleafestival.org,573-683-6509,dogwoodazaleafestival.org,dogwoodazaleafestival.org,36.91920,-89.35080,"58th yr (Apr 16-19, 2026): 6-mi trail, parade, food & craft vendors.",2026-06-18
211,25,New Madrid Fall Festival,New Madrid,MO,New Madrid,festival,annual,false,concession_friendly,overnight,verified,false,230,September,Late September (2026),,,Not researched,Craft/food booth form via the New Madrid Chamber of Commerce,New Madrid Chamber of Commerce,,,,,36.58620,-89.52670,"Downtown New Madrid: wagon rides, car show, music, food booths.",2026-06-18
212,25,Delta Fair,Kennett,MO,Dunklin,county_fair,annual,false,concession_friendly,overnight,verified,false,250,September,Sep 29 - Oct 3 (2026),,,Not researched,Vendor info via deltafairfun.com,,,,deltafairfun.com,deltafairfun.com,36.23990,-90.05570,Largest fair in the Bootheel (SE MO / NE AR / W TN region).,2026-06-18
